"TS","SQL_ID","BUFFER_GETS","DISK_READS","EXECUTIONS","PARSE_CALLS"
2013-08-27 01:00:00,"0g949bwd9dd6s",39932826,0,1654744,1401967
2013-08-27 01:00:00,"1zs83zmz44520",11315865,38600,121666,118002
2013-08-27 01:00:00,"72g46f0rypu1v",40129619,44672,16118,3993
2013-08-27 01:00:00,"7gpq48pasy99h",14816577,1,430,184
2013-08-27 01:00:00,"8ahn83nwdmgnk",807526,29551,738,670
2013-08-27 01:00:00,"93n4fsz4m9vfp",14126000,1112,564152,7880
2013-08-27 01:00:00,"9y7u0xn6swrnj",13285546,38,542891,7094
2013-08-27 01:00:00,"b1um5awusr3bk",13877728,107,296709,14997
2013-08-27 01:00:00,"btyy6mn9fgmm5",48021923,0,8463,8463
2013-08-27 01:00:00,"c9f4g1t9cz5bv",77310372,831508,2498739,9579
2013-08-27 01:00:00,"cjrrg729xjxs0",17576670,5172,802973,9
2013-08-27 01:00:00,"ddqma9ku89b00",43012666,3256,73324,3412
2013-08-27 01:00:00,"gf9x09u2f9xwn",17644076,20769,729242,9
2013-08-27 01:00:00,"kts18nwzj82hk",4447157,17074,269,232
2013-08-27 01:00:00,"r15qdw8rj30dz",16883932,1,687128,420412
2013-08-27 01:00:00,"rn7hbx3xgbv0z",17397954,103171,245326,92554
2013-08-27 01:00:00,"sfsg35rcc3zhf",51639049,14208,2382895,9694
2013-08-27 01:00:00,"tff6bbwan4jqq",28600618,1,673,659
2013-08-27 01:00:00,"wmrpbrd8mm88a",24725574,1,586,312
2013-08-27 02:00:00,"0g949bwd9dd6s",39934092,0,1654456,1366790
2013-08-27 02:00:00,"1zs83zmz44520",11301789,38879,120161,116596
2013-08-27 02:00:00,"72g46f0rypu1v",28433550,44090,15498,3973
2013-08-27 02:00:00,"7gpq48pasy99h",14284218,0,416,165
2013-08-27 02:00:00,"8ahn83nwdmgnk",1230177,59585,743,612
2013-08-27 02:00:00,"93n4fsz4m9vfp",13107891,302,519067,6428
2013-08-27 02:00:00,"9y7u0xn6swrnj",13053202,3,533599,5686
2013-08-27 02:00:00,"b1um5awusr3bk",13372940,191,271223,12583
2013-08-27 02:00:00,"btyy6mn9fgmm5",45188935,0,7960,7960
2013-08-27 02:00:00,"c9f4g1t9cz5bv",65065353,630980,2176678,8135
2013-08-27 02:00:00,"cjrrg729xjxs0",17050690,5194,778426,16
2013-08-27 02:00:00,"ddqma9ku89b00",39554165,5093,72340,3472
2013-08-27 02:00:00,"gf9x09u2f9xwn",17074437,20541,705666,16
2013-08-27 02:00:00,"kts18nwzj82hk",48626173,4441,3250,1908
2013-08-27 02:00:00,"r15qdw8rj30dz",16727583,3,680718,380492
2013-08-27 02:00:00,"rn7hbx3xgbv0z",16582909,96470,234717,85811
2013-08-27 02:00:00,"sfsg35rcc3zhf",46411209,14086,2120848,8184
2013-08-27 02:00:00,"tff6bbwan4jqq",23872854,0,647,632
2013-08-27 02:00:00,"wmrpbrd8mm88a",21107549,0,575,309
2013-08-27 03:00:00,"0g949bwd9dd6s",36014737,2,1492071,1263661
2013-08-27 03:00:00,"1zs83zmz44520",11632362,39791,124805,121240
2013-08-27 03:00:00,"72g46f0rypu1v",34556816,30793,13827,4108
2013-08-27 03:00:00,"7gpq48pasy99h",14745408,8,422,177
2013-08-27 03:00:00,"8ahn83nwdmgnk",176966,114,700,590
2013-08-27 03:00:00,"93n4fsz4m9vfp",13751352,185,552582,7241
2013-08-27 03:00:00,"9y7u0xn6swrnj",13786428,16,563587,6505
2013-08-27 03:00:00,"b1um5awusr3bk",13236976,216,270305,14969
2013-08-27 03:00:00,"btyy6mn9fgmm5",52313555,0,9218,9218
2013-08-27 03:00:00,"c9f4g1t9cz5bv",68930362,651948,2325693,9430
2013-08-27 03:00:00,"cjrrg729xjxs0",17303917,6894,790367,4
2013-08-27 03:00:00,"ddqma9ku89b00",34636344,3993,71714,3973
2013-08-27 03:00:00,"gf9x09u2f9xwn",17121872,20367,707637,4
2013-08-27 03:00:00,"kts18nwzj82hk",67687722,96136,4527,2653
2013-08-27 03:00:00,"r15qdw8rj30dz",14963226,2,609787,373972
2013-08-27 03:00:00,"rn7hbx3xgbv0z",17425923,100834,246378,88098
2013-08-27 03:00:00,"sfsg35rcc3zhf",51678913,21884,2277031,9501
2013-08-27 03:00:00,"tff6bbwan4jqq",22960443,1,638,626
2013-08-27 03:00:00,"wmrpbrd8mm88a",20321431,0,568,289
2013-08-27 04:00:00,"0g949bwd9dd6s",34113831,0,1413133,1191717
2013-08-27 04:00:00,"1zs83zmz44520",12230892,42123,131307,127740
2013-08-27 04:00:00,"72g46f0rypu1v",34089345,30292,13639,4055
2013-08-27 04:00:00,"7gpq48pasy99h",14833142,6,423,165
2013-08-27 04:00:00,"8ahn83nwdmgnk",179973,872,716,634
2013-08-27 04:00:00,"93n4fsz4m9vfp",13921449,157,562235,6378
2013-08-27 04:00:00,"9y7u0xn6swrnj",14856324,3227,607978,5586
2013-08-27 04:00:00,"b1um5awusr3bk",14023267,113,254171,14566
2013-08-27 04:00:00,"btyy6mn9fgmm5",45921253,0,8091,8091
2013-08-27 04:00:00,"c9f4g1t9cz5bv",64905394,634431,2197146,8586
2013-08-27 04:00:00,"cjrrg729xjxs0",16721512,6957,763656,5
2013-08-27 04:00:00,"ddqma9ku89b00",34173060,4099,68658,3934
2013-08-27 04:00:00,"gf9x09u2f9xwn",16623931,19718,687009,5
2013-08-27 04:00:00,"kts18nwzj82hk",30064577,29250,2126,1414
2013-08-27 04:00:00,"r15qdw8rj30dz",14602243,2,595856,362911
2013-08-27 04:00:00,"rn7hbx3xgbv0z",18158122,100920,257492,87705
2013-08-27 04:00:00,"sfsg35rcc3zhf",47922302,18909,2139336,8605
2013-08-27 04:00:00,"tff6bbwan4jqq",22466874,0,639,629
2013-08-27 04:00:00,"wmrpbrd8mm88a",19778848,0,569,291
2013-08-27 05:00:00,"0g949bwd9dd6s",36736050,0,1521688,1280749
2013-08-27 05:00:00,"1zs83zmz44520",13626193,46877,145181,140536
2013-08-27 05:00:00,"72g46f0rypu1v",35470326,50869,14185,4463
2013-08-27 05:00:00,"7gpq48pasy99h",14700184,11,412,168
2013-08-27 05:00:00,"8ahn83nwdmgnk",494658,32755,716,650
2013-08-27 05:00:00,"93n4fsz4m9vfp",15367588,264,621392,6078
2013-08-27 05:00:00,"9y7u0xn6swrnj",14993447,24,612915,5547
2013-08-27 05:00:00,"b1um5awusr3bk",11907675,280,248174,14392
2013-08-27 05:00:00,"btyy6mn9fgmm5",42515053,0,7489,7489
2013-08-27 05:00:00,"c9f4g1t9cz5bv",60683492,604829,2035934,8463
2013-08-27 05:00:00,"cjrrg729xjxs0",16675212,4946,761427,19
2013-08-27 05:00:00,"ddqma9ku89b00",35438709,5488,70679,4490
2013-08-27 05:00:00,"gf9x09u2f9xwn",16501077,18518,681920,19
2013-08-27 05:00:00,"kts18nwzj82hk",18319082,7160,1410,1150
2013-08-27 05:00:00,"r15qdw8rj30dz",15965059,0,651746,402085
2013-08-27 05:00:00,"rn7hbx3xgbv0z",19824091,110460,284420,98836
2013-08-27 05:00:00,"sfsg35rcc3zhf",42611011,11764,1976917,8488
2013-08-27 05:00:00,"tff6bbwan4jqq",22416358,0,642,617
2013-08-27 05:00:00,"wmrpbrd8mm88a",19806384,2,572,325
2013-08-27 06:00:00,"0g949bwd9dd6s",37689769,0,1561097,1298394
2013-08-27 06:00:00,"1zs83zmz44520",14663656,51571,157372,152081
2013-08-27 06:00:00,"72g46f0rypu1v",33583815,51794,13408,4665
2013-08-27 06:00:00,"7gpq48pasy99h",15570776,1,428,172
2013-08-27 06:00:00,"8ahn83nwdmgnk",561818,37269,730,671
2013-08-27 06:00:00,"93n4fsz4m9vfp",16358734,210,658759,8825
2013-08-27 06:00:00,"9y7u0xn6swrnj",16591849,14,679064,7824
2013-08-27 06:00:00,"b1um5awusr3bk",12470495,173,294269,19239
2013-08-27 06:00:00,"btyy6mn9fgmm5",55100962,0,9712,9712
2013-08-27 06:00:00,"c9f4g1t9cz5bv",72937139,736907,2401737,11262
2013-08-27 06:00:00,"cjrrg729xjxs0",16853298,6332,770029,19
2013-08-27 06:00:00,"ddqma9ku89b00",32032984,4590,69880,4890
2013-08-27 06:00:00,"gf9x09u2f9xwn",16529401,18652,683130,19
2013-08-27 06:00:00,"kts18nwzj82hk",15297379,2231,1301,1096
2013-08-27 06:00:00,"r15qdw8rj30dz",15915766,0,648142,373257
2013-08-27 06:00:00,"rn7hbx3xgbv0z",21691128,123345,307653,112789
2013-08-27 06:00:00,"sfsg35rcc3zhf",50889556,18136,2322477,11308
2013-08-27 06:00:00,"tff6bbwan4jqq",23287072,0,640,630
2013-08-27 06:00:00,"wmrpbrd8mm88a",20806793,2,578,359
2013-08-27 07:00:00,"0g949bwd9dd6s",36171382,0,1498687,1289920
2013-08-27 07:00:00,"1zs83zmz44520",15737835,54483,168220,161086
2013-08-27 07:00:00,"72g46f0rypu1v",31853298,48296,12731,5252
2013-08-27 07:00:00,"7gpq48pasy99h",15364051,3,431,170
2013-08-27 07:00:00,"8ahn83nwdmgnk",458769,26944,736,672
2013-08-27 07:00:00,"93n4fsz4m9vfp",17429854,239,701027,13219
2013-08-27 07:00:00,"9y7u0xn6swrnj",17399744,7,710916,11577
2013-08-27 07:00:00,"b1um5awusr3bk",14320411,416,304789,26824
2013-08-27 07:00:00,"btyy6mn9fgmm5",62855759,0,11077,11077
2013-08-27 07:00:00,"c9f4g1t9cz5bv",85396234,793700,2707924,15824
2013-08-27 07:00:00,"cjrrg729xjxs0",17036782,8149,778983,37
2013-08-27 07:00:00,"ddqma9ku89b00",29429484,5292,71062,6239
2013-08-27 07:00:00,"gf9x09u2f9xwn",16837547,19547,695832,37
2013-08-27 07:00:00,"kts18nwzj82hk",15440761,17455,1379,1188
2013-08-27 07:00:00,"r15qdw8rj30dz",15127674,1,614592,393333
2013-08-27 07:00:00,"rn7hbx3xgbv0z",23930216,135112,329894,126034
2013-08-27 07:00:00,"sfsg35rcc3zhf",59803774,25534,2650736,16146
2013-08-27 07:00:00,"tff6bbwan4jqq",24917050,1,630,624
2013-08-27 07:00:00,"wmrpbrd8mm88a",22075248,1,563,349
2013-08-27 08:00:00,"0g949bwd9dd6s",34935376,0,1447519,1224946
2013-08-27 08:00:00,"1zs83zmz44520",17803834,62269,193837,185550
2013-08-27 08:00:00,"72g46f0rypu1v",34496528,68116,13812,5607
2013-08-27 08:00:00,"7gpq48pasy99h",14951050,14,418,167
2013-08-27 08:00:00,"8ahn83nwdmgnk",188751,688,737,695
2013-08-27 08:00:00,"93n4fsz4m9vfp",20575282,298,833170,12585
2013-08-27 08:00:00,"9y7u0xn6swrnj",20477996,14,839938,11282
2013-08-27 08:00:00,"b1um5awusr3bk",14444995,243,299292,27492
2013-08-27 08:00:00,"btyy6mn9fgmm5",65330916,0,11510,11510
2013-08-27 08:00:00,"c9f4g1t9cz5bv",73470889,762911,2422631,17832
2013-08-27 08:00:00,"cjrrg729xjxs0",17226576,11144,787796,25
2013-08-27 08:00:00,"ddqma9ku89b00",32587153,11082,71252,6678
2013-08-27 08:00:00,"gf9x09u2f9xwn",16987942,30908,702030,25
2013-08-27 08:00:00,"kts18nwzj82hk",14486832,14341,1439,1253
2013-08-27 08:00:00,"r15qdw8rj30dz",14498543,2,590036,363280
2013-08-27 08:00:00,"rn7hbx3xgbv0z",27451296,159897,388857,141383
2013-08-27 08:00:00,"sfsg35rcc3zhf",50581063,14598,2349506,17951
2013-08-27 08:00:00,"tff6bbwan4jqq",25351214,0,631,627
2013-08-27 08:00:00,"wmrpbrd8mm88a",22309973,0,561,349
2013-08-27 09:00:00,"0g949bwd9dd6s",30756016,0,1273562,1086218
2013-08-27 09:00:00,"1zs83zmz44520",19113515,70537,208296,199825
2013-08-27 09:00:00,"72g46f0rypu1v",33999381,71427,13724,5845
2013-08-27 09:00:00,"7gpq48pasy99h",14710141,45,413,180
2013-08-27 09:00:00,"8ahn83nwdmgnk",368175,16892,761,709
2013-08-27 09:00:00,"93n4fsz4m9vfp",21997189,2680,893794,14038
2013-08-27 09:00:00,"9y7u0xn6swrnj",21270795,22,873448,13143
2013-08-27 09:00:00,"b1um5awusr3bk",15488105,229,284998,32533
2013-08-27 09:00:00,"btyy6mn9fgmm5",69969025,0,12329,12329
2013-08-27 09:00:00,"c9f4g1t9cz5bv",81600013,784188,2699221,21116
2013-08-27 09:00:00,"cjrrg729xjxs0",17284143,11151,790352,5
2013-08-27 09:00:00,"ddqma9ku89b00",36536119,13140,71617,7149
2013-08-27 09:00:00,"gf9x09u2f9xwn",16988667,40916,702066,5
2013-08-27 09:00:00,"kts18nwzj82hk",12239001,9404,1219,1062
2013-08-27 09:00:00,"r15qdw8rj30dz",12728993,2,517434,319201
2013-08-27 09:00:00,"rn7hbx3xgbv0z",29264390,183018,413537,148509
2013-08-27 09:00:00,"sfsg35rcc3zhf",54734065,4908,2636113,21305
2013-08-27 09:00:00,"tff6bbwan4jqq",24732213,1,643,633
2013-08-27 09:00:00,"wmrpbrd8mm88a",20672228,0,545,339
2013-08-27 10:00:00,"0g949bwd9dd6s",37343708,0,1546732,1293977
2013-08-27 10:00:00,"1zs83zmz44520",18948295,66218,204483,196404
2013-08-27 10:00:00,"72g46f0rypu1v",32557431,83421,13194,5774
2013-08-27 10:00:00,"7gpq48pasy99h",14950731,0,420,164
2013-08-27 10:00:00,"8ahn83nwdmgnk",198242,207,758,705
2013-08-27 10:00:00,"93n4fsz4m9vfp",21155098,700,855487,12463
2013-08-27 10:00:00,"9y7u0xn6swrnj",20670696,15,846559,11102
2013-08-27 10:00:00,"b1um5awusr3bk",13276437,323,307540,28179
2013-08-27 10:00:00,"btyy6mn9fgmm5",73658530,0,12976,12976
2013-08-27 10:00:00,"c9f4g1t9cz5bv",74729355,714531,2506451,16713
2013-08-27 10:00:00,"cjrrg729xjxs0",17139927,11590,783671,15
2013-08-27 10:00:00,"ddqma9ku89b00",35975980,18312,71985,6685
2013-08-27 10:00:00,"gf9x09u2f9xwn",16910190,44783,698750,15
2013-08-27 10:00:00,"kts18nwzj82hk",14397156,4886,1636,1413
2013-08-27 10:00:00,"r15qdw8rj30dz",15528546,3,630491,368371
2013-08-27 10:00:00,"rn7hbx3xgbv0z",28411274,161723,402784,146034
2013-08-27 10:00:00,"sfsg35rcc3zhf",51809660,8051,2451343,16838
2013-08-27 10:00:00,"tff6bbwan4jqq",21925764,0,645,633
2013-08-27 10:00:00,"wmrpbrd8mm88a",18805146,4,557,345
2013-08-27 11:00:00,"0g949bwd9dd6s",36123855,0,1496423,1251536
2013-08-27 11:00:00,"1zs83zmz44520",19384216,68404,209963,201816
2013-08-27 11:00:00,"72g46f0rypu1v",33564449,81514,13567,5885
2013-08-27 11:00:00,"7gpq48pasy99h",14708751,3,416,179
2013-08-27 11:00:00,"8ahn83nwdmgnk",189130,1304,735,691
2013-08-27 11:00:00,"93n4fsz4m9vfp",22614557,217,913958,15596
2013-08-27 11:00:00,"9y7u0xn6swrnj",21639111,13,887158,14118
2013-08-27 11:00:00,"b1um5awusr3bk",13402081,172,294572,33576
2013-08-27 11:00:00,"btyy6mn9fgmm5",74853074,0,13186,13186
2013-08-27 11:00:00,"c9f4g1t9cz5bv",80680485,787551,2646608,21653
2013-08-27 11:00:00,"cjrrg729xjxs0",17371637,11503,794362,17
2013-08-27 11:00:00,"ddqma9ku89b00",35991268,18904,73264,7081
2013-08-27 11:00:00,"gf9x09u2f9xwn",17308344,44269,715288,17
2013-08-27 11:00:00,"kts18nwzj82hk",13562226,4314,1422,1252
2013-08-27 11:00:00,"r15qdw8rj30dz",14993553,0,608945,349328
2013-08-27 11:00:00,"rn7hbx3xgbv0z",29578000,172173,417285,154102
2013-08-27 11:00:00,"sfsg35rcc3zhf",57387699,19507,2580703,21920
2013-08-27 11:00:00,"tff6bbwan4jqq",23364246,3,647,640
2013-08-27 11:00:00,"wmrpbrd8mm88a",19633060,0,549,342
2013-08-27 12:00:00,"0g949bwd9dd6s",29563701,0,1224161,1055552
2013-08-27 12:00:00,"1zs83zmz44520",19395707,68345,211274,202832
2013-08-27 12:00:00,"72g46f0rypu1v",36520815,76721,14658,5974
2013-08-27 12:00:00,"7gpq48pasy99h",15079899,22,425,157
2013-08-27 12:00:00,"8ahn83nwdmgnk",192751,1759,744,694
2013-08-27 12:00:00,"93n4fsz4m9vfp",22032039,255,892405,17203
2013-08-27 12:00:00,"9y7u0xn6swrnj",21656033,20,889233,16018
2013-08-27 12:00:00,"b1um5awusr3bk",13269035,288,303874,35420
2013-08-27 12:00:00,"btyy6mn9fgmm5",80003022,0,14093,14092
2013-08-27 12:00:00,"c9f4g1t9cz5bv",75146451,737915,2507517,25714
2013-08-27 12:00:00,"cjrrg729xjxs0",17586365,12100,804254,22
2013-08-27 12:00:00,"ddqma9ku89b00",38176654,17410,73825,7080
2013-08-27 12:00:00,"gf9x09u2f9xwn",17507465,45239,723537,22
2013-08-27 12:00:00,"kts18nwzj82hk",13437473,19171,1128,1012
2013-08-27 12:00:00,"r15qdw8rj30dz",12212624,0,495862,318571
2013-08-27 12:00:00,"rn7hbx3xgbv0z",29726997,171281,418455,153191
2013-08-27 12:00:00,"sfsg35rcc3zhf",51985126,9178,2440745,26080
2013-08-27 12:00:00,"tff6bbwan4jqq",22279674,0,646,640
2013-08-27 12:00:00,"wmrpbrd8mm88a",18588692,0,546,335
2013-08-27 13:00:00,"0g949bwd9dd6s",36699350,0,1519968,1291591
2013-08-27 13:00:00,"1zs83zmz44520",20403107,71220,221509,213611
2013-08-27 13:00:00,"72g46f0rypu1v",34766842,75997,14054,6011
2013-08-27 13:00:00,"7gpq48pasy99h",15056816,13,419,171
2013-08-27 13:00:00,"8ahn83nwdmgnk",197577,871,760,704
2013-08-27 13:00:00,"93n4fsz4m9vfp",23365908,277,948591,14335
2013-08-27 13:00:00,"9y7u0xn6swrnj",22292251,20,915260,13267
2013-08-27 13:00:00,"b1um5awusr3bk",11749877,336,289367,32848
2013-08-27 13:00:00,"btyy6mn9fgmm5",73984340,0,13038,13038
2013-08-27 13:00:00,"c9f4g1t9cz5bv",72951148,716170,2425716,21081
2013-08-27 13:00:00,"cjrrg729xjxs0",17660715,11068,807379,22
2013-08-27 13:00:00,"ddqma9ku89b00",38457131,19601,72919,7415
2013-08-27 13:00:00,"gf9x09u2f9xwn",17581268,43375,726491,22
2013-08-27 13:00:00,"kts18nwzj82hk",16645250,33097,1401,1232
2013-08-27 13:00:00,"r15qdw8rj30dz",15131957,0,615068,374891
2013-08-27 13:00:00,"rn7hbx3xgbv0z",30829078,174716,439455,158405
2013-08-27 13:00:00,"sfsg35rcc3zhf",49818180,7336,2359039,21419
2013-08-27 13:00:00,"tff6bbwan4jqq",21434421,1,636,626
2013-08-27 13:00:00,"wmrpbrd8mm88a",18920754,1,569,351
2013-08-27 14:00:00,"0g949bwd9dd6s",32015032,0,1325797,1105420
2013-08-27 14:00:00,"1zs83zmz44520",18522547,67524,201937,193378
2013-08-27 14:00:00,"72g46f0rypu1v",34900388,67415,14166,5909
2013-08-27 14:00:00,"7gpq48pasy99h",15208083,3,438,190
2013-08-27 14:00:00,"8ahn83nwdmgnk",189561,533,733,682
2013-08-27 14:00:00,"93n4fsz4m9vfp",20045896,227,807509,14811
2013-08-27 14:00:00,"9y7u0xn6swrnj",19993787,9,821618,13926
2013-08-27 14:00:00,"b1um5awusr3bk",13207938,364,307894,30492
2013-08-27 14:00:00,"btyy6mn9fgmm5",74171715,0,13067,13067
2013-08-27 14:00:00,"c9f4g1t9cz5bv",77542911,717828,2591151,21130
2013-08-27 14:00:00,"cjrrg729xjxs0",17586066,10004,804143,19
2013-08-27 14:00:00,"ddqma9ku89b00",39725678,38228,74787,6891
2013-08-27 14:00:00,"gf9x09u2f9xwn",17631635,40910,728708,19
2013-08-27 14:00:00,"kts18nwzj82hk",15234284,17061,1295,1112
2013-08-27 14:00:00,"r15qdw8rj30dz",13433911,2,544665,313225
2013-08-27 14:00:00,"rn7hbx3xgbv0z",27584917,156974,390162,147044
2013-08-27 14:00:00,"sfsg35rcc3zhf",54577681,10973,2541178,21448
2013-08-27 14:00:00,"tff6bbwan4jqq",22135923,0,637,621
2013-08-27 14:00:00,"wmrpbrd8mm88a",19063846,0,551,352
2013-08-27 15:00:00,"0g949bwd9dd6s",30310781,38,1255536,1067776
2013-08-27 15:00:00,"1zs83zmz44520",18737647,65135,204291,195396
2013-08-27 15:00:00,"72g46f0rypu1v",39286375,69792,15960,6402
2013-08-27 15:00:00,"7gpq48pasy99h",14855220,136,427,149
2013-08-27 15:00:00,"8ahn83nwdmgnk",186321,499,722,660
2013-08-27 15:00:00,"93n4fsz4m9vfp",22213882,225,899537,14905
2013-08-27 15:00:00,"9y7u0xn6swrnj",20970295,8,861176,13737
2013-08-27 15:00:00,"b1um5awusr3bk",13188396,221,309941,32451
2013-08-27 15:00:00,"btyy6mn9fgmm5",73751542,33,12990,12990
2013-08-27 15:00:00,"c9f4g1t9cz5bv",75005512,725511,2470618,21488
2013-08-27 15:00:00,"cjrrg729xjxs0",17966781,10090,822119,23
2013-08-27 15:00:00,"ddqma9ku89b00",46097084,14843,75712,7193
2013-08-27 15:00:00,"gf9x09u2f9xwn",18051696,37306,746095,23
2013-08-27 15:00:00,"kts18nwzj82hk",12107796,13896,1156,1044
2013-08-27 15:00:00,"r15qdw8rj30dz",12517680,22,507164,307357
2013-08-27 15:00:00,"rn7hbx3xgbv0z",28819056,163710,406976,147979
2013-08-27 15:00:00,"sfsg35rcc3zhf",53601916,17469,2408144,21855
2013-08-27 15:00:00,"tff6bbwan4jqq",25472085,0,645,639
2013-08-27 15:00:00,"wmrpbrd8mm88a",21325349,148,544,332
2013-08-27 16:00:00,"0g949bwd9dd6s",30744609,0,1273862,1061883
2013-08-27 16:00:00,"1zs83zmz44520",16534160,58285,178213,170774
2013-08-27 16:00:00,"72g46f0rypu1v",40580404,71766,16518,5771
2013-08-27 16:00:00,"7gpq48pasy99h",14857621,8,421,182
2013-08-27 16:00:00,"8ahn83nwdmgnk",184097,1102,718,657
2013-08-27 16:00:00,"93n4fsz4m9vfp",17987821,235,724947,9888
2013-08-27 16:00:00,"9y7u0xn6swrnj",18278586,10,749115,8931
2013-08-27 16:00:00,"b1um5awusr3bk",11751194,230,286211,22468
2013-08-27 16:00:00,"btyy6mn9fgmm5",74062002,1,13043,13043
2013-08-27 16:00:00,"c9f4g1t9cz5bv",67323867,678194,2246224,15124
2013-08-27 16:00:00,"cjrrg729xjxs0",17697155,9648,809537,15
2013-08-27 16:00:00,"ddqma9ku89b00",47833816,16353,76532,5852
2013-08-27 16:00:00,"gf9x09u2f9xwn",17767929,41033,734373,15
2013-08-27 16:00:00,"kts18nwzj82hk",13236401,14374,1145,1030
2013-08-27 16:00:00,"r15qdw8rj30dz",12722142,1,516567,296721
2013-08-27 16:00:00,"rn7hbx3xgbv0z",24824206,139524,351601,125122
2013-08-27 16:00:00,"sfsg35rcc3zhf",47130350,12191,2175022,15229
2013-08-27 16:00:00,"tff6bbwan4jqq",24580746,0,634,627
2013-08-27 16:00:00,"wmrpbrd8mm88a",20988760,0,547,321
2013-08-27 17:00:00,"0g949bwd9dd6s",37460238,0,1552042,1300792
2013-08-27 17:00:00,"1zs83zmz44520",19601626,68211,212550,205580
2013-08-27 17:00:00,"72g46f0rypu1v",41334044,42247,16833,6024
2013-08-27 17:00:00,"7gpq48pasy99h",14930587,9,430,193
2013-08-27 17:00:00,"8ahn83nwdmgnk",188928,944,740,686
2013-08-27 17:00:00,"93n4fsz4m9vfp",23821055,272,960808,11318
2013-08-27 17:00:00,"9y7u0xn6swrnj",21397154,4,878211,10804
2013-08-27 17:00:00,"b1um5awusr3bk",10268864,51,253408,26718
2013-08-27 17:00:00,"btyy6mn9fgmm5",69442812,0,12234,12234
2013-08-27 17:00:00,"c9f4g1t9cz5bv",58469241,589549,1962590,18880
2013-08-27 17:00:00,"cjrrg729xjxs0",17332716,6771,791851,24
2013-08-27 17:00:00,"ddqma9ku89b00",48717762,5913,77022,6537
2013-08-27 17:00:00,"gf9x09u2f9xwn",17315928,24225,715570,24
2013-08-27 17:00:00,"kts18nwzj82hk",16150354,20258,1232,1086
2013-08-27 17:00:00,"r15qdw8rj30dz",15566796,1,632355,366838
2013-08-27 17:00:00,"rn7hbx3xgbv0z",29236763,162330,420986,146221
2013-08-27 17:00:00,"sfsg35rcc3zhf",40382801,7120,1904990,18972
2013-08-27 17:00:00,"tff6bbwan4jqq",22477653,0,651,642
2013-08-27 17:00:00,"wmrpbrd8mm88a",19412260,0,571,365
2013-08-27 18:00:00,"0g949bwd9dd6s",34974419,1,1449146,1214161
2013-08-27 18:00:00,"1zs83zmz44520",16912999,59679,182111,175907
2013-08-27 18:00:00,"72g46f0rypu1v",37194811,52891,15106,5462
2013-08-27 18:00:00,"7gpq48pasy99h",15050147,1,434,137
2013-08-27 18:00:00,"8ahn83nwdmgnk",48026560,2008696,747,685
2013-08-27 18:00:00,"93n4fsz4m9vfp",19295349,283,772382,9781
2013-08-27 18:00:00,"9y7u0xn6swrnj",18392453,7,753876,8831
2013-08-27 18:00:00,"b1um5awusr3bk",12351236,174,299281,22808
2013-08-27 18:00:00,"btyy6mn9fgmm5",72623052,0,12788,12789
2013-08-27 18:00:00,"c9f4g1t9cz5bv",68550595,660473,2309302,13876
2013-08-27 18:00:00,"cjrrg729xjxs0",16869808,9879,770710,17
2013-08-27 18:00:00,"ddqma9ku89b00",43921900,16569,75224,5729
2013-08-27 18:00:00,"gf9x09u2f9xwn",16752797,27979,692366,17
2013-08-27 18:00:00,"kts18nwzj82hk",16459896,3666,1185,1038
2013-08-27 18:00:00,"r15qdw8rj30dz",14586758,6,592494,345011
2013-08-27 18:00:00,"rn7hbx3xgbv0z",25086890,144003,357955,125356
2013-08-27 18:00:00,"sfsg35rcc3zhf",48036242,8447,2252313,13956
2013-08-27 18:00:00,"tff6bbwan4jqq",21658571,0,643,633
2013-08-27 18:00:00,"wmrpbrd8mm88a",18560202,1,556,341
2013-08-27 19:00:00,"0g949bwd9dd6s",39928986,0,1655154,1407033
2013-08-27 19:00:00,"1zs83zmz44520",17195765,61337,184877,179107
2013-08-27 19:00:00,"72g46f0rypu1v",31084129,107550,12561,5247
2013-08-27 19:00:00,"7gpq48pasy99h",14385926,0,414,167
2013-08-27 19:00:00,"8ahn83nwdmgnk",56166498,2772429,708,665
2013-08-27 19:00:00,"93n4fsz4m9vfp",19936552,344,798453,12162
2013-08-27 19:00:00,"9y7u0xn6swrnj",18927670,55,774686,11025
2013-08-27 19:00:00,"b1um5awusr3bk",13166293,155,278101,26287
2013-08-27 19:00:00,"btyy6mn9fgmm5",68778376,0,12116,12116
2013-08-27 19:00:00,"c9f4g1t9cz5bv",77169608,735137,2579245,15979
2013-08-27 19:00:00,"cjrrg729xjxs0",16140291,16392,736905,11
2013-08-27 19:00:00,"ddqma9ku89b00",34868669,26085,71374,6000
2013-08-27 19:00:00,"gf9x09u2f9xwn",16021099,43694,661998,11
2013-08-27 19:00:00,"kts18nwzj82hk",16767215,7288,1182,1028
2013-08-27 19:00:00,"r15qdw8rj30dz",16445891,0,669703,409071
2013-08-27 19:00:00,"rn7hbx3xgbv0z",25516211,160197,365422,129518
2013-08-27 19:00:00,"sfsg35rcc3zhf",56786184,21826,2518393,16206
2013-08-27 19:00:00,"tff6bbwan4jqq",20174583,0,619,616
2013-08-27 19:00:00,"wmrpbrd8mm88a",18376878,0,570,344
2013-08-27 20:00:00,"0g949bwd9dd6s",36068245,0,1494827,1263035
2013-08-27 20:00:00,"1zs83zmz44520",17299562,61537,185593,180077
