"TS","WAIT_CLASS","EVENT","READ_OR_WRITE","BLOCKING_SESSION","MACHINE","MODULE","IN_STAGE","SQL_ID","N"
"2013-09-01 06:39:00","ON CPU","ON CPU","READ","","app1-host","Module4","SQL EXEC","mnyy6bt9fgmm5",1
"2013-09-01 03:35:00","ON CPU","ON CPU","READ","","app1-host","Module4","SQL EXEC","mnyy6bt9fgmm5",1
"2013-09-01 03:31:00","ON CPU","ON CPU","READ","","app1-host","Module4","SQL EXEC","mnyy6bt9fgmm5",1
"2013-09-01 03:25:00","ON CPU","ON CPU","READ","","app1-host","Module4","SQL EXEC","mnyy6bt9fgmm5",1
"2013-09-01 03:06:00","ON CPU","ON CPU","READ","","app1-host","Module4","SQL EXEC","mnyy6bt9fgmm5",1
"2013-09-01 07:21:00","Other","null event","READ","","app1-host","EMPTY","CONNECTION","",1
"2013-09-01 07:30:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 07:16:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 06:55:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 06:16:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 06:14:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 06:02:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",6
"2013-09-01 05:38:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",12
"2013-09-01 05:37:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","vbr7dqxrcqr8u",12
"2013-09-01 08:59:00","User I/O","Disk file operations I/O","WRITE","","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 08:25:00","User I/O","Disk file operations I/O","WRITE","","app7-host","Module6","SQL EXEC","ar2vatnycbqpg",1
"2013-09-01 08:25:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","8dc232n385kdd",1
"2013-09-01 08:10:00","User I/O","Disk file operations I/O","WRITE","","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 08:10:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","zm8s31zz44520",1
"2013-09-01 08:07:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","zm8s31zz44520",1
"2013-09-01 08:08:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","2rs50zsdwagjw",1
"2013-09-01 08:02:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","8dc232n385kdd",1
"2013-09-01 08:03:00","User I/O","Disk file operations I/O","WRITE","","app7-host","Module6","SQL EXEC","byvfbtr99udpz",1
"2013-09-01 08:04:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","jjuz43bgp1dpf",1
"2013-09-01 08:05:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","2rs50zsdwagjw",1
"2013-09-01 07:56:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","1t4fgc99cz5bv",1
"2013-09-01 07:57:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","8dc232n385kdd",1
"2013-09-01 07:50:00","User I/O","Disk file operations I/O","WRITE","","app12-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:49:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","wub4arj6n4kpn",1
"2013-09-01 07:44:00","ON CPU","ON CPU","READ","","db-server","Monitoring","SQL EXEC","z6my5726knsfr",1
"2013-09-01 07:40:00","User I/O","Disk file operations I/O","READ","","app4-host","Module1","SQL EXEC","65fp3qaapqhku",2
"2013-09-01 07:40:00","User I/O","Disk file operations I/O","READ","","app13-host","Module1","SQL EXEC","65fp3qaapqhku",1
"2013-09-01 07:40:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","z4h8ax3tvabpg",1
"2013-09-01 07:37:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","9kmqaddu89b00",1
"2013-09-01 07:36:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","f3j79cqs53svp",1
"2013-09-01 07:24:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","zm8s31zz44520",1
"2013-09-01 07:22:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","dkr80crkkkpzr",1
"2013-09-01 07:03:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","pqv58pudzf8sh",1
"2013-09-01 07:02:00","User I/O","Disk file operations I/O","READ","","app4-host","Module1","SQL EXEC","65fp3qaapqhku",1
"2013-09-01 06:56:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","tcbzaz43urv1d",1
"2013-09-01 06:51:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","zgm41x2wa001j",1
"2013-09-01 06:42:00","ON CPU","ON CPU","READ","","app1-host","Module2","CONNECTION","wysvffpf0b0u7",1
"2013-09-01 06:36:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","dx71gyys08574",1
"2013-09-01 06:25:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","upj1dkwm6vza9",2
"2013-09-01 06:02:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","t4p8b7vkb3h8r",1
"2013-09-01 06:00:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","vnzxcz3n5xzuw",1
"2013-09-01 05:59:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","x98u39r76jtqs",1
"2013-09-01 05:53:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","dkr80crkkkpzr",1
"2013-09-01 05:48:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","ry8z3g962wfwq",1
"2013-09-01 05:36:00","User I/O","Disk file operations I/O","READ","","db-server","backup","SQL EXEC","1rgd4hgdknhkf",1
"2013-09-01 05:36:00","User I/O","Disk file operations I/O","WRITE","","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 05:33:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module1","SQL EXEC","yh3z0uqndjara",1
"2013-09-01 05:27:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","366ab1ntcw46w",1
"2013-09-01 05:20:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","zm8s31zz44520",1
"2013-09-01 05:21:00","User I/O","Disk file operations I/O","READ","","app12-host","Module1","SQL EXEC","mc0x3zq73t7qw",1
"2013-09-01 05:22:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","z4h8ax3tvabpg",1
"2013-09-01 05:14:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module1","SQL EXEC","1t4fgc99cz5bv",1
"2013-09-01 05:01:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","m748gcwtx7jrv",1
"2013-09-01 04:46:00","ON CPU","ON CPU","READ","","db-server","EMPTY","NONE","bkj30wuswz0wy",1
"2013-09-01 04:44:00","ON CPU","ON CPU","WRITE","","app4-host","Module2","SQL EXEC","kxk5c11rfwqw9",1
"2013-09-01 04:11:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","zm8s31zz44520",1
"2013-09-01 04:08:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","t4p8b7vkb3h8r",1
"2013-09-01 04:05:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","69hn540jvzv4g",1
"2013-09-01 04:00:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","t4p8b7vkb3h8r",2
"2013-09-01 03:56:00","User I/O","Disk file operations I/O","READ","","app1-host","Module1","SQL EXEC","rsxx81820uxg1",1
"2013-09-01 03:37:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","t4p8b7vkb3h8r",2
"2013-09-01 03:31:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module1","SQL EXEC","1t4fgc99cz5bv",1
"2013-09-01 03:17:00","User I/O","Disk file operations I/O","WRITE","","app1-host","Module2","SQL EXEC","pqv58pudzf8sh",1
"2013-09-01 03:11:00","User I/O","Disk file operations I/O","READ","","db-server","backup","SQL EXEC","1rgd4hgdknhkf",1
"2013-09-01 03:06:00","User I/O","Disk file operations I/O","READ","","app1-host","Module2","SQL EXEC","t4p8b7vkb3h8r",5
"2013-09-01 08:50:00","ON CPU","ON CPU","WRITE","","app1-host","Module1","SQL EXEC","1t4fgc99cz5bv",1
"2013-09-01 05:32:00","ON CPU","ON CPU","WRITE","","app1-host","Module1","SQL EXEC","rqagc9u1k4gy9",1
"2013-09-01 06:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4258:50073","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 06:07:00","Configuration","enq: TX - allocate ITL entry","WRITE","4049:49875","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 06:07:00","Configuration","enq: TX - allocate ITL entry","WRITE","2748:12727","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 06:07:00","Configuration","enq: TX - allocate ITL entry","WRITE","1925:53261","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","412:277","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","803:65405","app1-host","Module1","SQL EXEC","ut0d7gv7v5dw7",1
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","4965:24291","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","4388:20855","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","4965:24291","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",2
"2013-09-01 04:19:00","Configuration","enq: TX - allocate ITL entry","WRITE","2704:16255","app1-host","Module1","SQL EXEC","ut0d7gv7v5dw7",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","379:13667","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","6135:37003","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","5242:64483","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1891:50921","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","5900:40249","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1193:18939","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4732:57011","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","503:18849","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4029:8557","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4942:12463","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","7606:55645","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","2846:53381","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4387:24809","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1148:47151","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","10201:17423","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","5662:18641","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","6942:2735","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","6444:35043","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","7978:40947","app1-host","Module1","SQL EXEC","ut0d7gv7v5dw7",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","5249:53475","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1519:53807","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",2
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","5372:41343","app1-host","Module1","SQL EXEC","ut0d7gv7v5dw7",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1148:47151","app1-host","Module1","SQL EXEC","ut0d7gv7v5dw7",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","6135:37003","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","7525:4913","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","4236:3629","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","10668:65073","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 04:08:00","Configuration","enq: TX - allocate ITL entry","WRITE","1165:49489","app1-host","Module2","SQL EXEC","vd7v1n5ayrngy",1
"2013-09-01 08:58:00","Application","enq: TX - row lock contention","READ","1252:33945","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",3
"2013-09-01 08:57:00","Application","enq: TX - row lock contention","READ","1252:33945","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 08:42:00","Application","enq: TX - row lock contention","READ","2014:22793","app4-host","Module6","SQL EXEC","snbv94st4ncch",1
"2013-09-01 08:42:00","Application","enq: TX - row lock contention","READ","6843:26125","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 08:38:00","Application","enq: TX - row lock contention","READ","11053:24171","app7-host","Module6","SQL EXEC","2f427qk8vs8um",1
"2013-09-01 08:40:00","Application","enq: TX - row lock contention","READ","4034:9417","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 08:29:00","Application","enq: TX - row lock contention","READ","4036:6143","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 08:24:00","Application","enq: TX - row lock contention","READ","6145:12515","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 08:25:00","Application","enq: TX - row lock contention","READ","3733:6347","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 08:26:00","Application","enq: TX - row lock contention","READ","8409:15289","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 08:26:00","Application","enq: TX - row lock contention","READ","9097:14405","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 08:29:00","Application","enq: TX - row lock contention","READ","11413:10995","app4-host","Module6","SQL EXEC","6z8q5u419wbqx",1
"2013-09-01 08:29:00","Application","enq: TX - row lock contention","READ","1615:18123","app3-host","Module6","SQL EXEC","bqxt7js1x7jzx",1
"2013-09-01 08:05:00","Application","enq: TX - row lock contention","READ","11024:4001","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",21
"2013-09-01 08:02:00","Application","enq: TX - row lock contention","READ","9544:3929","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 07:49:00","Application","enq: TX - row lock contention","READ","4333:1723","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",3
"2013-09-01 07:44:00","Application","enq: TX - row lock contention","READ","8409:1051","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 07:28:00","Application","enq: TX - row lock contention","READ","1674:45715","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:28:00","Application","enq: TX - row lock contention","READ","8112:61985","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:19:00","Application","enq: TX - row lock contention","READ","9181:40861","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 07:15:00","Application","enq: TX - row lock contention","READ","8804:3005","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",4
"2013-09-01 07:13:00","Application","enq: TX - row lock contention","READ","70:35793","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:13:00","Application","enq: TX - row lock contention","READ","1213:52003","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:11:00","Application","enq: TX - row lock contention","READ","9580:6909","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",7
"2013-09-01 07:10:00","Application","enq: TX - row lock contention","READ","7334:5811","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 07:09:00","Application","enq: TX - row lock contention","READ","10564:51153","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",11
"2013-09-01 07:08:00","Application","enq: TX - row lock contention","READ","460:64801","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 07:06:00","Application","enq: TX - row lock contention","READ","11806:4955","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 07:03:00","Application","enq: TX - row lock contention","READ","6930:48159","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 07:00:00","Application","enq: TX - row lock contention","READ","11357:31403","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 07:00:00","Application","enq: TX - row lock contention","READ","2859:28369","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 06:58:00","Application","enq: TX - row lock contention","READ","9165:3309","app8-host","Module1","SQL EXEC","jsmr9jfcczj6h",1
"2013-09-01 06:50:00","Application","enq: TX - row lock contention","READ","7278:47979","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 06:47:00","Application","enq: TX - row lock contention","READ","7691:61441","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 06:43:00","Application","enq: TX - row lock contention","READ","10575:3703","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 06:42:00","Application","enq: TX - row lock contention","READ","1526:37215","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 06:42:00","Application","enq: TX - row lock contention","READ","6814:47901","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 06:42:00","Application","enq: TX - row lock contention","READ","3145:7969","app7-host","Module6","SQL EXEC","2f427qk8vs8um",1
"2013-09-01 06:42:00","Application","enq: TX - row lock contention","READ","11334:36561","app7-host","Module6","SQL EXEC","250p03rmmu205",1
"2013-09-01 06:42:00","Application","enq: TX - row lock contention","READ","106:4387","app7-host","Module6","SQL EXEC","ax41dm3wjtpfk",1
"2013-09-01 06:21:00","Application","enq: TX - row lock contention","READ","496:28571","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",3
"2013-09-01 06:20:00","Application","enq: TX - row lock contention","READ","66:31815","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 06:15:00","Application","enq: TX - row lock contention","READ","11312:45873","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 06:15:00","Application","enq: TX - row lock contention","READ","1534:62499","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 06:11:00","Application","enq: TX - row lock contention","READ","7938:16615","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 06:06:00","Application","enq: TX - row lock contention","READ","1186:4413","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",5
"2013-09-01 06:06:00","Application","enq: TX - row lock contention","READ","1186:4413","app1-host","Module1","SQL EXEC","",5
"2013-09-01 06:02:00","Application","enq: TX - row lock contention","READ","10251:34197","app3-host","Module6","SQL EXEC","2f427qk8vs8um",1
"2013-09-01 06:02:00","Application","enq: TX - row lock contention","READ","9927:30913","app4-host","Module6","SQL EXEC","250p03rmmu205",1
"2013-09-01 05:44:00","Application","enq: TX - row lock contention","READ","162:17313","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 05:44:00","Application","enq: TX - row lock contention","READ","6631:8107","app7-host","Module6","SQL EXEC","6z8q5u419wbqx",1
"2013-09-01 05:37:00","Application","enq: TX - row lock contention","WRITE","3781:57543","app1-host","Module2","SQL EXEC","m35b0hv9dryyz",1
"2013-09-01 05:35:00","Application","enq: TX - row lock contention","READ","10934:28667","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 05:22:00","Application","enq: TX - row lock contention","READ","11675:61013","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 05:21:00","Application","enq: TX - row lock contention","READ","4215:25307","app8-host","Module1","SQL EXEC","jsmr9jfcczj6h",1
"2013-09-01 05:17:00","Application","enq: TX - row lock contention","READ","2430:41377","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",4
"2013-09-01 05:17:00","Application","enq: TX - row lock contention","READ","10648:54829","app4-host","Module6","SQL EXEC","n5za4jt3cnk9j",1
"2013-09-01 05:17:00","Application","enq: TX - row lock contention","READ","5310:8979","app7-host","Module6","SQL EXEC","bqxt7js1x7jzx",1
"2013-09-01 05:17:00","Application","enq: TX - row lock contention","READ","9183:10125","app4-host","Module6","SQL EXEC","snbv94st4ncch",1
"2013-09-01 05:17:00","Application","enq: TX - row lock contention","READ","3792:62491","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 05:14:00","Application","enq: TX - row lock contention","WRITE","7525:19305","app1-host","Module3","SQL EXEC","47px9m05mmnmk",1
"2013-09-01 05:10:00","Application","enq: TX - row lock contention","READ","11792:27363","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 05:04:00","Application","enq: TX - row lock contention","READ","883:17091","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",5
"2013-09-01 05:02:00","Application","enq: TX - row lock contention","READ","6033:42707","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 05:02:00","Application","enq: TX - row lock contention","READ","1268:36847","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 04:58:00","Application","enq: TX - row lock contention","READ","1143:26455","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",6
"2013-09-01 04:59:00","Application","enq: TX - row lock contention","READ","1143:26455","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 04:51:00","Application","enq: TX - row lock contention","READ","10644:51033","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",7
"2013-09-01 04:52:00","Application","enq: TX - row lock contention","READ","3801:20997","app1-host","Module2","SQL EXEC","m35b0hv9dryyz",4
"2013-09-01 04:52:00","Application","enq: TX - row lock contention","READ","3393:38139","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 04:52:00","Application","enq: TX - row lock contention","READ","10278:14571","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 04:52:00","Application","enq: TX - row lock contention","READ","4073:56347","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 04:53:00","Application","enq: TX - row lock contention","READ","3801:20997","app1-host","Module2","SQL EXEC","m35b0hv9dryyz",6
"2013-09-01 04:46:00","Application","enq: TX - row lock contention","READ","9472:16259","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 04:46:00","Application","enq: TX - row lock contention","READ","3468:36413","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 04:45:00","Application","enq: TX - row lock contention","READ","10316:52337","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",1
"2013-09-01 04:42:00","Application","enq: TX - row lock contention","READ","3946:58435","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 04:42:00","Application","enq: TX - row lock contention","READ","1535:29013","app7-host","Module6","SQL EXEC","bqxt7js1x7jzx",1
"2013-09-01 04:35:00","Application","enq: TX - row lock contention","READ","3064:48125","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 04:30:00","Application","enq: TX - row lock contention","READ","9053:42053","app8-host","Module1","SQL EXEC","jsmr9jfcczj6h",6
"2013-09-01 04:26:00","Application","enq: TX - row lock contention","READ","5905:17919","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 04:28:00","Application","enq: TX - row lock contention","READ","9080:38395","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",6
"2013-09-01 04:19:00","Application","enq: TX - row lock contention","READ","3393:30647","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 04:19:00","Application","enq: TX - row lock contention","READ","380:305","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 04:14:00","Application","enq: TX - row lock contention","READ","2443:59119","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",8
"2013-09-01 04:15:00","Application","enq: TX - row lock contention","READ","2443:59119","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",2
"2013-09-01 04:12:00","Application","enq: TX - row lock contention","READ","7172:49629","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 04:01:00","Application","enq: TX - row lock contention","READ","8682:36835","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",3
"2013-09-01 04:03:00","Application","enq: TX - row lock contention","READ","10546:17597","app1-host","Module1","SQL EXEC","x3h7brnxgbv0z",1
"2013-09-01 03:59:00","Application","enq: TX - row lock contention","READ","2459:55191","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",2
"2013-09-01 03:55:00","Application","enq: TX - row lock contention","READ","1281:29211","app1-host","Module1","SQL EXEC","jsmr9jfcczj6h",4
"2013-09-01 03:56:00","Application","enq: TX - row lock contention","READ","4091:18963","app4-host","Module2","SQL EXEC","w7qx2ma6vxt13",5
