"TS","WAIT_CLASS","EVENT","READ_OR_WRITE","BLOCKING_SESSION","MACHINE","MODULE","IN_STAGE","SQL_ID","N"
"2013-09-01 03:14:00","ON CPU","ON CPU","READ","","app1-host","Module1","HARD PARSE","vbr7dqxrcqr8u",1
"2013-09-01 03:09:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","1t4fgc99cz5bv",3
"2013-09-01 03:09:00","ON CPU","ON CPU","WRITE","","app1-host","Module2","SQL EXEC","m748gcwtx7jrv",1
"2013-09-01 03:10:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","f3j79cqs53svp",1
"2013-09-01 03:10:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","9kmqaddu89b00",2
"2013-09-01 03:06:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","tu4g58du98bd0",1
"2013-09-01 03:07:00","ON CPU","ON CPU","READ","","db-server","backup","SQL EXEC","h4yzc9z79b9tv",1
"2013-09-01 03:00:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","qfpw6g53uu12p",1
"2013-09-01 03:01:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","9kmqaddu89b00",1
"2013-09-01 03:02:00","ON CPU","ON CPU","READ","","app12-host","Module1","SQL EXEC","9kmqaddu89b00",1
"2013-09-01 08:55:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:44:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:37:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",3
"2013-09-01 08:31:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:35:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:28:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:20:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:17:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:18:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",4
"2013-09-01 08:13:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:14:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:10:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:12:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 08:00:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 08:03:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 07:50:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 07:30:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 07:14:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 07:11:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 07:05:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 06:44:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",4
"2013-09-01 06:40:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 06:38:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",2
"2013-09-01 06:36:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 06:25:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 06:18:00","ON CPU","ON CPU","READ","","db-server","EMPTY","NONE","",2
"2013-09-01 06:17:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",3
"2013-09-01 05:57:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 05:49:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 05:46:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",4
"2013-09-01 05:44:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",3
"2013-09-01 05:29:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 05:19:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 05:03:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 05:06:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",4
"2013-09-01 04:48:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 04:44:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",4
"2013-09-01 04:40:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 04:34:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 04:33:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 04:01:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 03:57:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",3
"2013-09-01 03:47:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",5
"2013-09-01 03:28:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 03:03:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 03:04:00","Network","LNS wait on SENDREQ","READ","","db-server","EMPTY","NONE","",6
"2013-09-01 07:06:00","Concurrency","cursor: mutex S","READ","11:45793","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",1
"2013-09-01 07:05:00","Concurrency","cursor: mutex S","READ","8682:47071","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 07:01:00","Concurrency","cursor: mutex S","READ","479:47763","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 07:01:00","Concurrency","cursor: mutex S","READ","8431:49917","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:59:00","Concurrency","cursor: mutex S","READ","11807:54917","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:58:00","Concurrency","cursor: mutex S","READ","3460:4099","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:54:00","Concurrency","cursor: mutex S","READ","10199:39137","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:53:00","Concurrency","cursor: mutex S","READ","7358:50645","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:52:00","Concurrency","cursor: mutex S","READ","2274:1293","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:37:00","Concurrency","cursor: mutex S","READ","6536:47087","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 06:01:00","Concurrency","cursor: mutex S","READ","4311:26951","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",1
"2013-09-01 05:58:00","Concurrency","cursor: mutex S","READ","7178:25767","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:58:00","Concurrency","cursor: mutex S","READ","43:8343","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:55:00","Concurrency","cursor: mutex S","READ","5676:5883","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 05:50:00","Concurrency","cursor: mutex S","READ","2666:24705","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 05:46:00","ON CPU","ON CPU","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 05:44:00","Concurrency","cursor: mutex S","READ","503:53867","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 05:44:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:37:00","Concurrency","cursor: mutex S","READ","6145:9909","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:34:00","Concurrency","cursor: mutex S","READ","8353:36707","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:33:00","Concurrency","cursor: mutex S","READ","10294:4065","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:32:00","Concurrency","cursor: mutex S","READ","123:3103","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:16:00","Concurrency","cursor: mutex S","READ","4356:63427","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 05:13:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:03:00","Concurrency","cursor: mutex S","READ","4199:1687","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 05:04:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 05:04:00","Concurrency","cursor: mutex S","READ","6616:36691","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 04:54:00","Concurrency","cursor: mutex S","READ","4362:58947","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 04:54:00","Concurrency","cursor: mutex S","READ","3499:13837","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 04:54:00","Concurrency","cursor: mutex S","READ","7211:6641","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 04:46:00","Concurrency","cursor: mutex S","READ","4976:23437","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:47:00","Concurrency","cursor: mutex S","READ","29:58201","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:49:00","Concurrency","cursor: mutex S","READ","4475:64299","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 04:50:00","Concurrency","cursor: mutex S","READ","6997:53689","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 04:44:00","Concurrency","cursor: mutex S","READ","2337:27581","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:38:00","Concurrency","cursor: mutex S","READ","6510:47487","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:38:00","Concurrency","cursor: mutex S","READ","4379:2619","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:42:00","Concurrency","cursor: mutex S","READ","29:58201","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:34:00","Concurrency","cursor: mutex S","READ","6643:46095","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",1
"2013-09-01 04:34:00","Concurrency","cursor: mutex S","READ","2337:27581","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:31:00","Concurrency","cursor: mutex S","READ","4:31785","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:32:00","Concurrency","cursor: mutex S","READ","10319:47493","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:22:00","Concurrency","cursor: mutex S","READ","4414:15507","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:22:00","Concurrency","cursor: mutex S","READ","4414:15507","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",1
"2013-09-01 04:18:00","Concurrency","cursor: mutex S","READ","2829:12961","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:04:00","Concurrency","cursor: mutex S","READ","4569:65107","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",7
"2013-09-01 04:04:00","Concurrency","cursor: mutex S","READ","10319:47493","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",5
"2013-09-01 04:05:00","Concurrency","cursor: mutex S","READ","","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:05:00","Concurrency","cursor: mutex S","READ","2362:37575","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 04:05:00","Concurrency","cursor: mutex S","READ","5886:12307","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 04:02:00","Concurrency","cursor: mutex S","READ","491:36305","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:59:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:59:00","Concurrency","cursor: mutex S","READ","10536:21855","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 03:53:00","Concurrency","cursor: mutex S","READ","9057:20525","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:55:00","Concurrency","cursor: mutex S","READ","2644:32381","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:56:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:50:00","Concurrency","cursor: mutex S","READ","6794:38309","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:50:00","Concurrency","cursor: mutex S","READ","3794:22625","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:51:00","Concurrency","cursor: mutex S","READ","1947:64003","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:47:00","Concurrency","cursor: mutex S","READ","","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 03:47:00","Concurrency","cursor: mutex S","READ","9057:20525","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:43:00","Concurrency","cursor: mutex S","READ","4331:46015","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 03:41:00","Concurrency","cursor: mutex S","READ","5560:59671","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 03:33:00","Concurrency","cursor: mutex S","READ","7663:32623","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:29:00","Concurrency","cursor: mutex S","READ","5700:36637","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:30:00","Concurrency","cursor: mutex S","READ","1887:64743","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:24:00","Concurrency","cursor: mutex S","READ","7322:31007","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",2
"2013-09-01 03:25:00","Concurrency","cursor: mutex S","READ","3903:39077","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:12:00","Concurrency","cursor: mutex S","READ","5051:54651","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 03:13:00","Concurrency","cursor: mutex S","READ","6621:51807","app12-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 03:04:00","Concurrency","cursor: mutex S","READ","11041:47541","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",3
"2013-09-01 03:01:00","Concurrency","cursor: mutex S","READ","10965:43049","app1-host","Module1","SQL EXEC","jpqp06u68cwbt",1
"2013-09-01 07:51:00","ON CPU","ON CPU","READ","","db-server","EMPTY","NONE","",1
"2013-09-01 07:19:00","ON CPU","ON CPU","READ","","db-server","EMPTY","NONE","",1
"2013-09-01 06:34:00","System I/O","db file parallel write","READ","","db-server","EMPTY","NONE","",21
"2013-09-01 05:05:00","System I/O","db file parallel write","READ","","db-server","EMPTY","NONE","",1
"2013-09-01 05:02:00","System I/O","db file parallel write","READ","","db-server","EMPTY","NONE","",3
"2013-09-01 03:00:00","Other","enq: TX - contention","WRITE","10177:54563","app1-host","Module2","SQL EXEC","pqv58pudzf8sh",1
"2013-09-01 08:30:00","ON CPU","ON CPU","WRITE","","app4-host","Module2","SQL EXEC","9t2nc7mu3udr8",1
"2013-09-01 08:25:00","Concurrency","library cache: mutex X","READ","","app1-host","Module2","SOFT PARSE","bw4990gd9dd6s",1
"2013-09-01 07:39:00","ON CPU","ON CPU","READ","","app1-host","Module5","CONNECTION","8q6ycwrsvdmpq",11
"2013-09-01 07:31:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 07:31:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","hrq46vk39s57g",2
"2013-09-01 07:30:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",228
"2013-09-01 07:30:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",60
"2013-09-01 07:29:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",36
"2013-09-01 07:29:00","Concurrency","library cache: mutex X","READ","","app12-host","EMPTY","NONE","",12
"2013-09-01 07:29:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:28:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","tu4g58du98bd0",12
"2013-09-01 07:27:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","x3h7brnxgbv0z",6
"2013-09-01 07:25:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",36
"2013-09-01 07:25:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",12
"2013-09-01 07:25:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:24:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",60
"2013-09-01 07:22:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",228
"2013-09-01 07:21:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",29
"2013-09-01 07:21:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","tu4g58du98bd0",6
"2013-09-01 07:21:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:20:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 07:18:00","Concurrency","library cache: mutex X","READ","5819:17159","app12-host","Module1","SOFT PARSE","",109
"2013-09-01 07:18:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",228
"2013-09-01 07:18:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",60
"2013-09-01 07:17:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1100
"2013-09-01 07:17:00","Concurrency","library cache: mutex X","READ","5819:17159","app12-host","Module1","SOFT PARSE","",107
"2013-09-01 07:15:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",6
"2013-09-01 07:15:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 07:13:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",72
"2013-09-01 07:12:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1177
"2013-09-01 07:12:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",6
"2013-09-01 07:12:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 07:12:00","ON CPU","ON CPU","READ","","app1-host","Module2","CONNECTION","x9gb88kvnbaff",2
"2013-09-01 07:10:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",186
"2013-09-01 07:10:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 07:09:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1035
"2013-09-01 07:09:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",24
"2013-09-01 07:09:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:08:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",72
"2013-09-01 07:08:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",24
"2013-09-01 07:08:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 07:06:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",24
"2013-09-01 07:06:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:05:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",72
"2013-09-01 07:04:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","CURSOR CLOSE","",12
"2013-09-01 07:04:00","Concurrency","library cache: mutex X","READ","","app12-host","EMPTY","NONE","",12
"2013-09-01 07:04:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 07:03:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1211
"2013-09-01 07:03:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 07:01:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",60
"2013-09-01 07:01:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",65
"2013-09-01 07:01:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","CURSOR CLOSE","",10
"2013-09-01 07:00:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 06:59:00","Concurrency","library cache: mutex X","READ","","app12-host","EMPTY","NONE","",8
"2013-09-01 06:58:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1116
"2013-09-01 06:57:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 06:57:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",6
"2013-09-01 06:56:00","Concurrency","library cache: mutex X","READ","5819:17159","app12-host","Module1","SOFT PARSE","",99
"2013-09-01 06:56:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",6
"2013-09-01 06:55:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",18
"2013-09-01 06:55:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","hrq46vk39s57g",6
"2013-09-01 06:54:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","hrq46vk39s57g",6
"2013-09-01 06:53:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",2
"2013-09-01 06:52:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 06:51:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1145
"2013-09-01 06:51:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",6
"2013-09-01 06:49:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",84
"2013-09-01 06:49:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 06:48:00","Concurrency","library cache: mutex X","READ","5819:17159","app12-host","Module1","SOFT PARSE","",80
"2013-09-01 06:48:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 06:47:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1104
"2013-09-01 06:45:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1156
"2013-09-01 06:43:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 06:43:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","7kqka5vushrtt",6
"2013-09-01 06:42:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1202
"2013-09-01 06:41:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",18
"2013-09-01 06:41:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 06:40:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",84
"2013-09-01 06:39:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",1249
"2013-09-01 06:39:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 06:37:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","vbr7dqxrcqr8u",84
"2013-09-01 06:36:00","Concurrency","library cache: mutex X","READ","5819:17159","app12-host","Module1","SOFT PARSE","",89
"2013-09-01 06:36:00","Concurrency","library cache: mutex X","READ","5819:17159","db-server","EMPTY","NONE","",6
"2013-09-01 06:34:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","CURSOR CLOSE","",5
"2013-09-01 06:33:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","1a18fvzdc8b4j",12
"2013-09-01 06:33:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",18
"2013-09-01 06:32:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","jpqp06u68cwbt",3
"2013-09-01 06:31:00","Concurrency","library cache: mutex X","READ","","app1-host","EMPTY","NONE","",18
"2013-09-01 06:30:00","Concurrency","library cache: mutex X","READ","5715:40999","app1-host","Module1","SOFT PARSE","",2074
"2013-09-01 06:30:00","Concurrency","library cache: mutex X","READ","5715:40999","app12-host","Module1","SOFT PARSE","",203
"2013-09-01 06:29:00","Concurrency","library cache: mutex X","READ","5819:17159","app1-host","Module1","SOFT PARSE","",218
